,error_type,annotation,prediction,token,full_text,sample_id,0
31,FN,ORGANIZATION,O,Group,"Asya spent a year at Allstate Insurance Group as the assistant to Asya Godina, and the following year at Balefire Global in Amsterdam, which later became Zillow in 2014.",,
32,FN,ORGANIZATION,O,Zillow,"Asya spent a year at Allstate Insurance Group as the assistant to Asya Godina, and the following year at Balefire Global in Amsterdam, which later became Zillow in 2014.",,
33,FN,ORGANIZATION,O,Hicks,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city ΜΟΝΗ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ: Ezxbrl, Henderson, Hicks and Brown and Abt Associates. ""Don't feed me planned obsolescence,"" says Hannah McConnan in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
34,FN,ORGANIZATION,O,Abt,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city ΜΟΝΗ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ: Ezxbrl, Henderson, Hicks and Brown and Abt Associates. ""Don't feed me planned obsolescence,"" says Hannah McConnan in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
35,FN,ORGANIZATION,O,Associates,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city ΜΟΝΗ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ: Ezxbrl, Henderson, Hicks and Brown and Abt Associates. ""Don't feed me planned obsolescence,"" says Hannah McConnan in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
36,FN,ORGANIZATION,O,Analytica,The Steffen Mauer version recorded for Analytica became the first celebrity recording by a classical musician to sell one million copies. The song was awarded the seventh gold disc ever granted.,,
37,FN,ORGANIZATION,O,Allstate,"During 2017, Allstate Insurance Group invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
38,FN,ORGANIZATION,O,Insurance,"During 2017, Allstate Insurance Group invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
39,FN,ORGANIZATION,O,Group,"During 2017, Allstate Insurance Group invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
40,FN,ORGANIZATION,O,Hall,"The Clark, Romero and Hall Orchestra was founded in 1973. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Poland",,
41,FN,ORGANIZATION,O,oneal,"owens, duran and oneal

the corner of heiligengeistbrücke 77 and minik courts",,
42,FN,ORGANIZATION,O,Rapid,Amadeo Vitorović from Rapid Cycle Solutions is the keynote speaker,,
43,FN,ORGANIZATION,O,Cycle,Amadeo Vitorović from Rapid Cycle Solutions is the keynote speaker,,
44,FN,ORGANIZATION,O,Solutions,Amadeo Vitorović from Rapid Cycle Solutions is the keynote speaker,,
45,FN,ORGANIZATION,O,Paxata,"Dreux Joly
Paxata
PSC 3294, Box 9168
APO AA 61487
416 60 039 office
+46 (0)8 928 571 38 fax
+1-984-182-0190 mobile",,
46,FN,ORGANIZATION,O,Asc,"> 
> Mijail C Adomo
> Asc Partners
> Mijail C Adomo
> 935 69 Gordon Terrace
> Suite 828
> BASHALL TOWN
> United Kingdom 89800",,
47,FN,ORGANIZATION,O,Partners,"> 
> Mijail C Adomo
> Asc Partners
> Mijail C Adomo
> 935 69 Gordon Terrace
> Suite 828
> BASHALL TOWN
> United Kingdom 89800",,
48,FN,ORGANIZATION,O,Compendia,"Compendia Bioscience Life Technologies

77009 P.O. Box 255
 Suite 966
 Kangerlussuaq
 Greenlander 21169",,
49,FN,ORGANIZATION,O,Bioscience,"Compendia Bioscience Life Technologies

77009 P.O. Box 255
 Suite 966
 Kangerlussuaq
 Greenlander 21169",,
50,FN,ORGANIZATION,O,Life,"Compendia Bioscience Life Technologies

77009 P.O. Box 255
 Suite 966
 Kangerlussuaq
 Greenlander 21169",,
51,FN,ORGANIZATION,O,Technologies,"Compendia Bioscience Life Technologies

77009 P.O. Box 255
 Suite 966
 Kangerlussuaq
 Greenlander 21169",,
52,FN,ORGANIZATION,O,Compared,Compared Care songwriter Zoe Young employs corporate lingo in the first verse of her Allianz resignation Letter,,
53,FN,ORGANIZATION,O,Care,Compared Care songwriter Zoe Young employs corporate lingo in the first verse of her Allianz resignation Letter,,
54,FN,ORGANIZATION,O,Allianz,Compared Care songwriter Zoe Young employs corporate lingo in the first verse of her Allianz resignation Letter,,
55,FN,ORGANIZATION,O,Shepherd,"The Shepherd Ltd. Orchestra was founded in 1997. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Canada",,
56,FN,ORGANIZATION,O,Ltd.,"The Shepherd Ltd. Orchestra was founded in 1997. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Canada",,
57,FN,ORGANIZATION,O,Russell,Russell Investments is a design agency based in KURZENKIRCHEN.,,
58,FN,ORGANIZATION,O,Investments,Russell Investments is a design agency based in KURZENKIRCHEN.,,
59,FN,ORGANIZATION,O,Clean,The Clean Power Finance office is at 17031 2202 Rissik St Apt. 050 Coalville South Africa,,
60,FN,ORGANIZATION,O,Power,The Clean Power Finance office is at 17031 2202 Rissik St Apt. 050 Coalville South Africa,,
61,FN,ORGANIZATION,O,Finance,The Clean Power Finance office is at 17031 2202 Rissik St Apt. 050 Coalville South Africa,,
62,FN,ORGANIZATION,O,Usaa,"I used to work for Usaa Group as Rolling machine operator, but quit a few months ago. Now I'm unemployed.",,
63,FN,ORGANIZATION,O,Group,"I used to work for Usaa Group as Rolling machine operator, but quit a few months ago. Now I'm unemployed.",,
64,FN,ORGANIZATION,O,Otc,">Ella H. Snider
>Otc Markets
>Ella H. Snider
>228 Ringvej 144
>Apt. 902
>Qaqortoq
>Greenlander 96817",,
65,FN,ORGANIZATION,O,Markets,">Ella H. Snider
>Otc Markets
>Ella H. Snider
>228 Ringvej 144
>Apt. 902
>Qaqortoq
>Greenlander 96817",,
66,FN,ORGANIZATION,O,MysticWeb,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support MysticWeb in Quinta de São Tiago 3610-114 in its mission to become a market-leading solution.,,
67,FN,ORGANIZATION,O,Lending,"The Lending Club Orchestra was founded in 1990. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Tunisia",,
68,FN,ORGANIZATION,O,Club,"The Lending Club Orchestra was founded in 1990. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Tunisia",,
69,FN,ORGANIZATION,O,Google,">Gyala Antall
>Google Public Data Explorer
>Gyala Antall
>3369 24 Clarke Avenue
>Apt. 805
>Pines Beach
>New Zealand 34694",,
70,FN,ORGANIZATION,O,Public,">Gyala Antall
>Google Public Data Explorer
>Gyala Antall
>3369 24 Clarke Avenue
>Apt. 805
>Pines Beach
>New Zealand 34694",,
71,FN,ORGANIZATION,O,Data,">Gyala Antall
>Google Public Data Explorer
>Gyala Antall
>3369 24 Clarke Avenue
>Apt. 805
>Pines Beach
>New Zealand 34694",,
72,FN,ORGANIZATION,O,Explorer,">Gyala Antall
>Google Public Data Explorer
>Gyala Antall
>3369 24 Clarke Avenue
>Apt. 805
>Pines Beach
>New Zealand 34694",,
73,FN,ORGANIZATION,O,Persint,Persint is an German multinational investment bank and financial services company,,
74,FN,ORGANIZATION,O,hubbard,"naomi ryan
sewer pipe cleaner
hubbard, fox and gillespie
3747 3911 fourth avenue suite 112 calgary alberta",,
75,FN,ORGANIZATION,O,fox,"naomi ryan
sewer pipe cleaner
hubbard, fox and gillespie
3747 3911 fourth avenue suite 112 calgary alberta",,
76,FN,ORGANIZATION,O,gillespie,"naomi ryan
sewer pipe cleaner
hubbard, fox and gillespie
3747 3911 fourth avenue suite 112 calgary alberta",,
77,FN,ORGANIZATION,O,Nautilytics,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Nautilytics in København K 1421 in its mission to become a market-leading solution.,,
78,FN,ORGANIZATION,O,Hellowallet,Vazquez-Riggs songwriter Jarmila Chloupková employs corporate lingo in the first verse of her Hellowallet resignation Letter,,
79,FN,ORGANIZATION,O,Roadify,"Mission Statement: This non-profit founded by radio executives ""serves as an advocate for the value of music"" and ""supports its songwriters, composers and publishers by taking care of an important aspect of their careers ג€“ getting paid,"" according to the Roadify Transit website. They offer blanket music licenses to businesses and organizations that allow them to play nearly 13 million musical works.",,
80,FN,ORGANIZATION,O,Transit,"Mission Statement: This non-profit founded by radio executives ""serves as an advocate for the value of music"" and ""supports its songwriters, composers and publishers by taking care of an important aspect of their careers ג€“ getting paid,"" according to the Roadify Transit website. They offer blanket music licenses to businesses and organizations that allow them to play nearly 13 million musical works.",,
81,FN,ORGANIZATION,O,Marshall,">Esat Jeknić
>Marshall, Hernandez and Simpson
>Esat Jeknić
>3378 217 Lovers Lane
>Suite 680
>Port Whangarei
>New Zealand 15896",,
82,FN,ORGANIZATION,O,Hernandez,">Esat Jeknić
>Marshall, Hernandez and Simpson
>Esat Jeknić
>3378 217 Lovers Lane
>Suite 680
>Port Whangarei
>New Zealand 15896",,
83,FN,ORGANIZATION,O,Civic,Dzhambek is from Civic Impulse LLC,,
84,FN,ORGANIZATION,O,Impulse,Dzhambek is from Civic Impulse LLC,,
85,FN,ORGANIZATION,O,LLC,Dzhambek is from Civic Impulse LLC,,
86,FN,ORGANIZATION,O,Streetcred,Streetcred Software Inc. is an Icelandic multinational investment bank and financial services company,,
87,FN,ORGANIZATION,O,Software,Streetcred Software Inc. is an Icelandic multinational investment bank and financial services company,,
88,FN,ORGANIZATION,O,Planetecosystems,"Planetecosystems is the brainchild of our 3 founders: Gerste, Johnson and Johnson.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
89,FN,ORGANIZATION,O,Oneal,"Owens, Duran and Oneal

12521 Belgrád rkp. 18. Apt. 417 Csipkerek Vas",,
90,FN,ORGANIZATION,O,Xignite,Luiza is from Xignite,,
91,FN,ORGANIZATION,O,Areavibes,Quionia is from Areavibes Inc,,
92,FN,ORGANIZATION,O,Jones,"Aristóteles spent a year at Jones, Mitchell and Williams as the assistant to Aristóteles Ávalos, and the following year at Poweradvocate in Bremen Ohlenhof, which later became Conway Inc. in 2014.",,
93,FN,ORGANIZATION,O,Mitchell,"Aristóteles spent a year at Jones, Mitchell and Williams as the assistant to Aristóteles Ávalos, and the following year at Poweradvocate in Bremen Ohlenhof, which later became Conway Inc. in 2014.",,
94,FN,ORGANIZATION,O,Poweradvocate,"Aristóteles spent a year at Jones, Mitchell and Williams as the assistant to Aristóteles Ávalos, and the following year at Poweradvocate in Bremen Ohlenhof, which later became Conway Inc. in 2014.",,
95,FN,ORGANIZATION,O,Conway,"Aristóteles spent a year at Jones, Mitchell and Williams as the assistant to Aristóteles Ávalos, and the following year at Poweradvocate in Bremen Ohlenhof, which later became Conway Inc. in 2014.",,
96,FN,ORGANIZATION,O,Rand,"Rand Corporation

213 Pilekrogen 53 Apt. 263, Grand-Leez, Belgium 18431",,
97,FN,ORGANIZATION,O,Corporation,"Rand Corporation

213 Pilekrogen 53 Apt. 263, Grand-Leez, Belgium 18431",,
98,FN,ORGANIZATION,O,Enigmaio,"Zizi Kónya
Enigmaio
5850 Jana Nerudy 894
ΑΓΛΑΝΤΖΙΑ (ΑΓΛΑΓΓΙΑ)
, NI
 Cyprus (Greek) 78891
Mobile: 0490 39 07 81
Desk: +447700 921 916
Fax: 345-899-3560x4587",,
99,FN,ORGANIZATION,O,Galorath,"Galorath Incorporated is the brainchild of our 3 founders: Morrison, Rogers and Torres.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
100,FN,ORGANIZATION,O,Incorporated,"Galorath Incorporated is the brainchild of our 3 founders: Morrison, Rogers and Torres.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
101,FN,ORGANIZATION,O,Environmental,"Celebrating its 10th year in Laax, Environmental Data Resources is a 501(c)3 that invites songwriters from around the world to Niitabury to share the universal language of music in collaborations designed to bridge cultures, build friendships and cultivate peace.",,
102,FN,ORGANIZATION,O,Data,"Celebrating its 10th year in Laax, Environmental Data Resources is a 501(c)3 that invites songwriters from around the world to Niitabury to share the universal language of music in collaborations designed to bridge cultures, build friendships and cultivate peace.",,
103,FN,ORGANIZATION,O,Resources,"Celebrating its 10th year in Laax, Environmental Data Resources is a 501(c)3 that invites songwriters from around the world to Niitabury to share the universal language of music in collaborations designed to bridge cultures, build friendships and cultivate peace.",,
104,FN,ORGANIZATION,O,Allianz,Stefanie F. Schneider from Allianz is the keynote speaker,,
105,FN,ORGANIZATION,O,Enervee,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city KIIKOINEN: Bekins, Enervee Corporation and Civic Insight. ""Don't feed me planned obsolescence,"" says Rebeca Souza in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
106,FN,ORGANIZATION,O,Corporation,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city KIIKOINEN: Bekins, Enervee Corporation and Civic Insight. ""Don't feed me planned obsolescence,"" says Rebeca Souza in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
107,FN,ORGANIZATION,O,Civic,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city KIIKOINEN: Bekins, Enervee Corporation and Civic Insight. ""Don't feed me planned obsolescence,"" says Rebeca Souza in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
108,FN,ORGANIZATION,O,Insight,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city KIIKOINEN: Bekins, Enervee Corporation and Civic Insight. ""Don't feed me planned obsolescence,"" says Rebeca Souza in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
109,FN,ORGANIZATION,O,Transunion,"Celebrating its 10th year in Kędzierzyn-Koźle, Transunion is a 501(c)3 that invites songwriters from around the world to Pudičmouth to share the universal language of music in collaborations designed to bridge cultures, build friendships and cultivate peace.",,
110,FN,ORGANIZATION,O,Irecycle,"> 
> Lina Artemova
> Irecycle
> Lina Artemova
> 2224 Trenerys gate 232
> Apt. 342
> TRONDHEIM
> Norway 64389",,
111,FN,ORGANIZATION,O,Civic,"The address of Civic Impulse LLC is PSC 4095, Box 8316
APO AE 85103",,
112,FN,ORGANIZATION,O,Impulse,"The address of Civic Impulse LLC is PSC 4095, Box 8316
APO AE 85103",,
113,FN,ORGANIZATION,O,LLC,"The address of Civic Impulse LLC is PSC 4095, Box 8316
APO AE 85103",,
114,FN,ORGANIZATION,O,Rapid,I work for Rapid Cycle Solutions,,
115,FN,ORGANIZATION,O,Cycle,I work for Rapid Cycle Solutions,,
116,FN,ORGANIZATION,O,Solutions,I work for Rapid Cycle Solutions,,
117,FN,ORGANIZATION,O,Lawdragon,"??? Astrid Björgvinsdóttir
??? Lawdragon
??? 66029 138 Consul Place
??? Apt. 050
??? Broomfield
??? New Zealand 57006",,
118,FN,ORGANIZATION,O,Reed,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Assen: Demystdata, Reed Elsevier and T Rowe Price. ""Don't feed me planned obsolescence,"" says Fiammetta Zetticci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
119,FN,ORGANIZATION,O,Elsevier,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Assen: Demystdata, Reed Elsevier and T Rowe Price. ""Don't feed me planned obsolescence,"" says Fiammetta Zetticci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
120,FN,ORGANIZATION,O,T,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Assen: Demystdata, Reed Elsevier and T Rowe Price. ""Don't feed me planned obsolescence,"" says Fiammetta Zetticci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
121,FN,ORGANIZATION,O,Rowe,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Assen: Demystdata, Reed Elsevier and T Rowe Price. ""Don't feed me planned obsolescence,"" says Fiammetta Zetticci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
122,FN,ORGANIZATION,O,Price,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Assen: Demystdata, Reed Elsevier and T Rowe Price. ""Don't feed me planned obsolescence,"" says Fiammetta Zetticci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
123,FN,ORGANIZATION,O,Citigroup,I work for Citigroup,,
124,FN,ORGANIZATION,O,Appallicious,The address of Appallicious is 3838 243 Agnostou Stratioti Square Apt. 753 Fasoula Pafos Paphos,,
125,FN,ORGANIZATION,O,dun,the codey m ross version recorded for dun  bradstreet became the first celebrity recording by a classical musician to sell one million copies. the song was awarded the seventh gold disc ever granted.,,
126,FN,ORGANIZATION,O,bradstreet,the codey m ross version recorded for dun  bradstreet became the first celebrity recording by a classical musician to sell one million copies. the song was awarded the seventh gold disc ever granted.,,
127,FN,ORGANIZATION,O,Miller,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Station Nord: Ranku, Biovia and Miller Ltd.. ""Don't feed me planned obsolescence,"" says Pirjo Madetoja in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
128,FN,ORGANIZATION,O,..,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Station Nord: Ranku, Biovia and Miller Ltd.. ""Don't feed me planned obsolescence,"" says Pirjo Madetoja in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
129,FN,ORGANIZATION,O,Rivas,"Celebrating its 10th year in WINMALEE, Weeks-Rivas is a 501(c)3 that invites songwriters from around the world to Berggrenton to share the universal language of music in collaborations designed to bridge cultures, build friendships and cultivate peace.",,
130,FN,ORGANIZATION,O,Garmin,"The Garmin Orchestra was founded in 1971. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Cyprus",,
131,FN,ORGANIZATION,O,Imedicare,"> 
> Alma Jensen
> Imedicare
> Alma Jensen
> 91215 Harjukuja 54
> Suite 318
> SEINÄJOKI
> Finland 38524",,
132,FN,ORGANIZATION,O,Hdscores,"The Hdscores Inc office is at 48010 Paseo del Atlántico 81
 Suite 762
 Torroella de Montgrí
 Spain 20416",,
133,FN,ORGANIZATION,O,foursquare,energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. awarded salesperson of the month three times. helped increase inbound sales by 16% within the first year of employment. looking to support foursquare in barra de carrasco 15000 in its mission to become a market-leading solution.,,
134,FN,ORGANIZATION,O,Kroll,Kroll Bond Ratings Agency songwriter Jennifer Umkhayev employs corporate lingo in the first verse of her Uber resignation Letter,,
135,FN,ORGANIZATION,O,Bond,Kroll Bond Ratings Agency songwriter Jennifer Umkhayev employs corporate lingo in the first verse of her Uber resignation Letter,,
136,FN,ORGANIZATION,O,Ratings,Kroll Bond Ratings Agency songwriter Jennifer Umkhayev employs corporate lingo in the first verse of her Uber resignation Letter,,
137,FN,ORGANIZATION,O,Agency,Kroll Bond Ratings Agency songwriter Jennifer Umkhayev employs corporate lingo in the first verse of her Uber resignation Letter,,
138,FN,ORGANIZATION,O,Uber,Kroll Bond Ratings Agency songwriter Jennifer Umkhayev employs corporate lingo in the first verse of her Uber resignation Letter,,
139,FN,ORGANIZATION,O,Berkery,"Magnus spent a year at Simpletuition as the assistant to Magnus Poulsen, and the following year at Numedii in Cheb 2, which later became Berkery Noyes Mandasoft in 2019.",,
140,FN,ORGANIZATION,O,Noyes,"Magnus spent a year at Simpletuition as the assistant to Magnus Poulsen, and the following year at Numedii in Cheb 2, which later became Berkery Noyes Mandasoft in 2019.",,
141,FN,ORGANIZATION,O,Mandasoft,"Magnus spent a year at Simpletuition as the assistant to Magnus Poulsen, and the following year at Numedii in Cheb 2, which later became Berkery Noyes Mandasoft in 2019.",,
142,FN,ORGANIZATION,O,Telenav,Telenav is a design agency based in Kulusuk.,,
143,FN,ORGANIZATION,O,Flightstats,I work for Flightstats,,
144,FN,ORGANIZATION,O,Mhealthcoach,"Valida spent a year at Mhealthcoach as the assistant to Valida M. Ibragimov, and the following year at Walk Score in ÅLESUND, which later became Adaptive in 2001.",,
145,FN,ORGANIZATION,O,Walk,"Valida spent a year at Mhealthcoach as the assistant to Valida M. Ibragimov, and the following year at Walk Score in ÅLESUND, which later became Adaptive in 2001.",,
146,FN,ORGANIZATION,O,Score,"Valida spent a year at Mhealthcoach as the assistant to Valida M. Ibragimov, and the following year at Walk Score in ÅLESUND, which later became Adaptive in 2001.",,
147,FN,ORGANIZATION,O,Adaptive,"Valida spent a year at Mhealthcoach as the assistant to Valida M. Ibragimov, and the following year at Walk Score in ÅLESUND, which later became Adaptive in 2001.",,
148,FN,ORGANIZATION,O,garcia,"emidio p lombardo
garcia-smith
unit 1009 box 0219
dpo ap 51065
781 1704 office
(579)888-3058 fax
001-518-640-0854 mobile",,
149,FN,ORGANIZATION,O,smith,"emidio p lombardo
garcia-smith
unit 1009 box 0219
dpo ap 51065
781 1704 office
(579)888-3058 fax
001-518-640-0854 mobile",,
150,FN,ORGANIZATION,O,Scale,"Allan Björk
Scale Unlimited
Unit 5022 Box 1225
DPO AE 44085
Mobile: 0688 843 79 56
Desk: (898)666-3621x0135
Fax: +46 (0)157 548 89",,
151,FN,ORGANIZATION,O,Unlimited,"Allan Björk
Scale Unlimited
Unit 5022 Box 1225
DPO AE 44085
Mobile: 0688 843 79 56
Desk: (898)666-3621x0135
Fax: +46 (0)157 548 89",,
152,FN,ORGANIZATION,O,Climate,"Climate Corporation is the brainchild of our 3 founders: Šušulić, Bowman and White.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
153,FN,ORGANIZATION,O,Corporation,"Climate Corporation is the brainchild of our 3 founders: Šušulić, Bowman and White.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
154,FN,ORGANIZATION,O,Legistorm,"Marisa Alves
Legistorm
09457 Vana-Viru 25 Apt. 971
Archimandrita Pano, PA 73161
Mobile: 432 03 163
Desk: (602)272-9781
Fax: 001-253-366-9781",,
